"","ID","sentence","Xmean","YMean","n","Xsd","Ysd"
"1445",1445,"Not where I was born but where we had to go, you  know , what -- we didn't find anything.",12.5,10,12,26.3283462864992,18.5864075456917
"1446",1446,"Okay you  read  about it . . . But you never . . . I was very young, very much a baby in that sense.",12.5,6.66666666666667,12,26.3283462864992,20.1509455376319
"1447",1447,"I was told that everybody had already  left .",22.7272727272727,17.2727272727273,11,17.9392915639995,19.5401684183679
"1448",1448,"She will  come  back, he said to her.",23.0769230769231,23.0769230769231,13,17.0218562367208,11.8213192894698
"1449",1449,"The second tasks  related  to reports about the problems concerning the personnel working in Prey Sr ..",23.3333333333333,25.8333333333333,12,17.7525072919719,9.96204919895622
"1450",1450,"The one thing I  recall , was n't all bad, was that it was the first time we had a garden, a proper garden.",26.6666666666667,16.6666666666667,12,6.51338947278929,22.6969494679685
"1451",1451,"I would like to reserve this morning confirmation on the wording that no one wanted to do  work  like the Santebal work of the Communist Party of Kampuchea.",26.6666666666667,3.33333333333333,12,7.78498944161523,28.7096225026109
"1452",1452,"So I know Rajes, it just depends on what your experiences are, and how you  look  at the whole thing.",7.69230769230769,14.6153846153846,13,27.7350098112615,15.0639661750509
"1453",1453,"And I was  hysterical  about it.",25.3846153846154,20.7692307692308,13,16.6410058867569,18.9127551586835
"1454",1454,"They said, - Are you the one who  put  mines in . . ., how many did you put, did you blow my leg of.",0,3.84615384615385,13,29.4392028877595,18.0455264717055
"1455",1455,"We didn't  know , of course, at that point what it meant, we were hoping that he is being sent to uh, maybe a camp for elderly peo . . . for older people and uh, he's going to be treated according to his age.",-0.833333333333333,-14.1666666666667,12,30.5876782480472,15.0504203102489
"1456",1456,"When all the noise stopped and all the dust stopped, and we were able to get out of our position, we started  walking  east.",19.1666666666667,24.1666666666667,12,23.1431644466797,11.6450015288132
"1457",1457,"I had thought this was, cool it was nice to talk about, everybody had to know, but because of how I was gaining my information, they were now talking and  whispering  this stuff and saying that you did n't need to be there.",27.5,25.8333333333333,12,6.21581560508061,11.6450015288131
"1458",1458,"Since he was the previous physician on call and first on the scene, I figured I would let him take the lead and let him direct me as to where he wanted me to  go .",3.07692307692308,7.69230769230769,13,28.1023769411698,16.9085018821135
"1459",1459,"They  carried  it out immediately.",25.3846153846154,25.3846153846154,13,16.6410058867569,11.2660142429822
"1460",1460,"I do not know what the trouble was, -LSB- but -RSB- she was  arrested  and brought in.",23.8461538461538,17.6923076923077,13,17.0970082853022,20.4751256218556
"1461",1461,"My gun couldn't get stuck, there was no way to get  stuck .",25.8333333333333,-10.8333333333333,12,9.96204919895622,26.4431923988467
"1462",1462,"You, you couldn't stay there long, you  know .",18.3333333333333,17.5,12,18.5047086554812,17.1225529107612
"1463",1463,"When the soldiers  arrived  and everyone was running about, I could not think.",25,20,12,9.04534033733291,18.0906806746658
"1464",1464,"Then I  burst , I am really nervous.",24.6153846153846,15.3846153846154,13,16.6410058867569,22.9548050944258
"1465",1465,"And uh, the funny thing that uh, as much as food is in abundance here -- this stayed with me because I have my kids in California and in Denver and uh, whenever I  cook  a good meal I always -- and they both need to go on a diet so there is just no way that they are deprived of any -- but I always think that uh, that they not eating uh and sometimes I get a tear which is of course stupid because uh, one weights 180 pounds, I mean, but uh, it stays with you -- it stayed with me for life.",20.7692307692308,20.7692307692308,13,18.009968749528,13.2045058354705
"1466",1466,"Only us  Jews  and the SS.",10.7142857142857,12.8571428571429,14,25.2569215842329,15.4065777303929
"1467",1467,"I went to Muhamed Avdic, he used to lived at my friends home basement, he  lived  there for free.",28.3333333333333,28.3333333333333,12,5.77350269189626,5.77350269189626
"1468",1468,"I  identified  those floors.",25.3846153846154,25.3846153846154,13,16.6410058867569,11.2660142429822
"1469",1469,"One must know that the persons  re-educated  in Prey Sr were considered to be inferior in level to 17 April People ( the New People ) thus ` ` half prisoners''.",26.6666666666667,16.6666666666667,12,8.87625364598594,23.4843597212092
"1470",1470,"And lots of people were beaten up, you know,  beaten  up and, you know, but the one woman was killed.",20.7692307692308,23.0769230769231,13,22.5320284859643,13.1558702896054
"1471",1471,"We used to go meet them at certain places, carry messages, come back,  organise , take direction and so on and we continued.",24.1666666666667,23.3333333333333,12,17.2986249234563,16.143297699233
"1472",1472,"After three days they came to search the house and arrested all the guys and  took  them to Tunjice.",28.3333333333333,21.6666666666667,12,5.77350269189626,19.9240983979124
"1473",1473,"Again I say, I respect, really, I mean a lot of young people died, the infantry  dies  the most.",22.3076923076923,10,13,16.9085018821135,23.8047614284762
"1474",1474,"When he said something, we were taught to  abide  by what they said.",21.6666666666667,24.1666666666667,12,17.4945879077104,9.96204919895622
"1475",1475,"` ` Oh'', the managers say, ` ` we're not busy'' and we were  busy  as a bee, you know, manufacturing shoes.",19.2307692307692,16.9230769230769,13,22.5320284859643,19.315199276138
"1476",1476," Were  they upset that they would . . . Well, yeah, because I think my father may have lost some of the businesses.",-4.61538461538461,1.53846153846154,13,28.7562702192596,15.7300952773941
"1477",1477,"And then with time normally other shops opened and there were military wages and so we somehow  survived .",19.2307692307692,16.9230769230769,13,22.159098380251,18.8788309068718
"1478",1478,"In March'92 I gave him, I bought him a coffee and we sat over there next to  train  where he issues tickets.",25,21.6666666666667,12,10,16.4224532179869
"1479",1479,"I'm just  going  to go check in . '.",20,15.7142857142857,14,21.8385685639668,19.1006587539583
"1480",1480,"And even though he was in prison, my political  involvement  did n't stop and we were forever campaigning I mean we were a whole range of things.",21.6666666666667,10.8333333333333,12,18.5047086554812,25.3908835942543
"1481",1481,"Then after that, we were just  looking  for people, anything around us that we would know, that could get us out.",25.8333333333333,15.8333333333333,12,7.92961461098759,22.7469611690055
"1482",1482,"These people just I think, scurried, I don't even think that they  went  to the ambulance.",10,-8.33333333333333,12,20,16.4224532179869
"1483",1483,"So I, so we, everything was saying, what is  going  on.",-3.84615384615385,8.46153846153846,13,29.8715197522271,15.191090506255
"1484",1484,"I was never able to  get  the renovation.",30,-15,12,0,27.1360210119987
"1485",1485,"Major sprinkler  damage , because there was n't just a sprinkler.",25.8333333333333,14.1666666666667,12,9.0033663737852,24.2930342928074
"1486",1486,"Yeah she stayed there . . . So I had a lot of, I  had  a lot of friends here, ` ` Oh I'm from L dz . '.",22.5,25,12,17.6454990398015,10
"1487",1487,"I don't  know  how many they were.",-1.66666666666667,-11.6666666666667,12,30.1008406204977,16.4224532179869
"1488",1488,"But since Sous Thy disagreed ( in charge of registers and documentation see charts  attached  to the interview dated 29 November 2007 ), he demanded my written advice.",21.6666666666667,22.5,12,18.0067327475704,14.2222616792382
"1489",1489,"We used to go meet them at certain places,  carry  messages, come back, organise, take direction and so on and we continued.",23.0769230769231,20,13,17.0218562367208,16.8325082306035
"1490",1490,"So later when we saw that it's  going  bad and bad.",24.1666666666667,19.1666666666667,12,9.96204919895622,18.3195540504146
"1491",1491,"We proceeded, like I said, to  transport  patients, and during the middle of transporting -- we had a lot of patients triaged which were sitting against the Millenium Hotel and which were walking wounded.",29.1666666666667,20.8333333333333,12,2.88675134594813,21.5146180044821
"1492",1492,"She did some agricultural work and took care of the family, children's  education .",22.5,25,12,18.6474468152418,11.6774841624228
"1493",1493,"First,  let  me speak about the opinions of Vorn Vet after they had arrested him.",12.5,-7.5,12,6.21581560508061,12.1543108701099
"1494",1494,"But there was turmoil, in the student population throughout the Western Cape or  let 's say Cape Town, I do n't know the whole of the Western Cape.",6.92307692307692,-0.769230769230769,13,22.8708749958746,16.5637850251377
"1495",1495,"I  left  the truck open because I could n't find Harris and I dove down a train station.",27.5,12.5,12,6.21581560508061,26.3283462864992
"1496",1496,"I respected this summons and was  transferred  to Phnom Penh.",29.1666666666667,24.1666666666667,12,2.88675134594813,17.2986249234563
"1497",1497,"What I was supposed to do is direct them to -- so I was  directing  them into various ferries.",28.3333333333333,16.6666666666667,12,5.77350269189626,24.6182981958665
"1498",1498,"But we received our  lectures  at City Buildings, they call it.",24.1666666666667,24.1666666666667,12,17.2986249234563,11.6450015288132
"1499",1499,"So to survive on this territorry through technical  support .",8.66666666666667,4.66666666666667,15,26.1497518881064,15.0554530541816
"1500",1500,"When I gave that sign it had to wait for them to let me  know  that they got the signal When it went on the commander, this Sidik came close to me, and I pardon, I was trying to see if I could hold the gun in one hand.",0.666666666666667,4,15,29.8727459799221,12.983506020002
"1501",1501,"Then, we  went  up back to the Dob ina to the town where we came from.",30,30,11,0,0
"1502",1502,"So in the  beginning  they have this time of intensive interrogation from De Jong and other things, I mean, they knew some of the DLB's, and so on that we had, so they take you out, the instructions were you should n't let yourself be tortured for things they know.",23.3333333333333,23.3333333333333,12,17.7525072919719,12.3091490979333
"1503",1503,"I asked once and if nothing  happened  I do not want to beg them again.",-0.909090909090909,-4.54545454545455,11,24.2711950486767,14.3969693780576
"1504",1504,"No, and then - so the people who were on - I never got my indemnity, the ANC three times we were - twice I was  ready  with my bags and everything and at that time okay, we wait.",25,25,12,17.3205080756888,11.6774841624228
"1505",1505,"They picked on the people, you know everyone has their ideas of what a Jew should  look  like and they thought they would be very fashionably dressed and I was not.",8.33333333333333,13.3333333333333,12,24.8022481874429,13.0267789455786
"1506",1506,"You gave an example of interrogation to the point of  death .",20,12.3076923076923,13,22.3606797749979,21.6617351389673
"1507",1507,"One went first and  stepped  on the mine and it blew him away.",25,25,12,17.3205080756888,11.6774841624228
"1508",1508,"And to be perfectly  honest , I thought he was the first guy there because that's just the personality that he is.",13.8461538461538,16.1538461538462,13,25.670495884855,14.4559454541846
"1509",1509,"First, because my mother was  left  there who lost her 21 year old son, she was left in a torn down house under the foil, and third I wanted to go back to my own and let whatever is about to happen be.",24.1666666666667,19.1666666666667,12,17.2986249234563,19.2865159365215
"1510",1510,"We had walked up with equipment and whatnot from this location and up until Liberty, and we were standing by on Liberty just trying to see what was  going  on.",10,6.66666666666667,12,25.2262489554757,19.227505550564
"1511",1511,"Just by me directing them in that direction and being -- using the tone of voice that I did, it helped them because they approached -- but they did n't find the men they were  looking  for, they were being taken care of.",20.7692307692308,-2.30769230769231,13,22.5320284859643,25.8694949550773
"1512",1512,"I would  like  to confirm that Pon was skillful in imitating writing and he could have done it in this case to show to the prisoner.",8.46153846153846,13.0769230769231,13,27.3392739010365,13.7747446344239
"1513",1513,"As I noted on the first page ( ERN 00172707 ) : ` ` non comprehensive report, name of the Old Man  removed  '.",22.5,17.5,12,18.6474468152418,20.0567377026456
"1514",1514,"And this time we went in 1939, you know, always in June, June, July we  went  for a month.",24.1666666666667,20.8333333333333,12,17.2986249234563,17.2986249234563
"1515",1515,"We have a lot younger people here and we don't have uniforms, you go with civilians, solve the civilian  questions .",11.4285714285714,13.5714285714286,14,27.6953600271411,14.9908396938022
"1516",1516,"There is nothing around you, it all burned down, those are all ruins, its been 20 years and it is all overgrown and I just I wouldnt be able zo be up there I  mean  you are not afraid of anything now and those relations between neighbors and stuff would get better with time but its just that when you live through something like that it leaves you with something, a sort of fear to be hones.",15.4545454545455,11.8181818181818,11,22.962419891482,21.3626692237566
"1517",1517,"The last radio contact was when I  maydayed  when I bailed out of the vehicle.",25,20,12,17.3205080756888,19.5401684183679
"1518",1518,"We actually, in a way, contributed towards  taking  that union and those workers into accepting to become part of COSATU.",12.8571428571429,10,14,23.9963367167611,15.191090506255
"1519",1519,"It doesn't  have  a number at all.",29.0909090909091,-14.5454545454545,11,3.01511344577764,26.5945995885016
"1520",1520,"They hit me wherever they could, they didn't  care  if it was my head, leg, an arm, it made no difference for them.",23.3333333333333,-11.6666666666667,12,17.7525072919719,24.4329633276379
"1521",1521,"They made forty, fifty people -- they put them in those wagons and they -- that's where they  went , that's . . . AK : Is there any way . . . . . . where they went.",20.8333333333333,19.1666666666667,12,17.2986249234563,14.4337567297406
"1522",1522,"Who wanted to work had a job,  had  everything.",20,20,13,22.3606797749979,14.142135623731
"1523",1523,"You didn't care if the other guy survives or not you were  looking  out for your own, for your own benefit, for your own interest.",16.1538461538462,13.8461538461538,13,26.3117405792109,19.8067587532057
"1524",1524,"Since I saw the early debt of gratitude the Communist Party  owed  this group, which Nuon Chea recognized, and comparing the help given by myself and the both of them, mine was not one slice of theirs.",22.5,19.1666666666667,12,17.1225529107612,16.7648622440092
"1525",1525,"Almost all those people got -LSB- inaudible -RSB- and they -LSB- inaudible -RSB- all that and then  came  the real raiding of ANC houses by the Mozambique Army.",25,25,12,17.3205080756888,11.6774841624228
"1526",1526,"The instruments used for torturing were not ordered, in reality whatever was there was  used , like electric wires, pliers to remove nails, using needles to stick under the nails, in reality we used whatever we had.",27.2727272727273,27.2727272727273,11,6.46669790682863,6.46669790682863
"1527",1527,"Often it happens . . ., I communicated with Bosniak soldiers and they say no one was in  war .",15.8333333333333,-10,12,22.3437334445796,20.4494943258218
"1528",1528,"I had, every year since I started teaching  stayed  away from school on June 16th as a point of principle.",23.3333333333333,16.6666666666667,12,17.7525072919719,21.0338831988828
"1529",1529,"Why don't we explain the fact that your corneas were scratched, burned, and you were still trying to  figure  out MONTEL WILLIAMS SHOW you need to save.",10.8333333333333,8.33333333333333,12,21.5146180044822,16.4224532179869
"1530",1530,"Then comes a big problem, he had to go out of the country again, end of his mission, there was an ANC conference  coming , I suppose for that, he had to absolutely go to Lusaka or whatever area he was going.",21.8181818181818,24.5454545454545,11,18.3402190925746,10.3572548135463
"1531",1531,"So if you have a united Africa country and they try, and what they are trying to do now, as I understand it, is trying to  get  more help from the West.",11.5384615384615,13.8461538461538,13,24.7810928754679,13.2529629004621
"1532",1532,"He came again with his car, this doctor, and he brought me back home and they were  hiding  me at home.",20.7692307692308,20.7692307692308,13,22.5320284859643,14.4115338424578
"1533",1533,"At first, taking prisoners out to smash, that was Comrade Hor who made the decisions without it being  necessary  to tell me.",20,-6.15384615384615,13,22.3606797749979,24.337372337779
"1534",1534,"This being said, the term was  used  more broadly to identify anything that goes wrong, anything in opposition.",20,16.9230769230769,13,22.3606797749979,17.9743406854583
"1535",1535,"That would be perfect because if you had a phone at each position, you  have  an emergency command post, an OEM type set up going right away.",26.3636363636364,26.3636363636364,11,8.09039834955891,8.09039834955891
"1536",1536,"Uh, so, he left about three weeks before they  deported  us.",27.2727272727273,12.7272727272727,11,4.67099366496914,25.725827135744
"1537",1537,"So I  have  the list of their people, people who worked in Viktor Bubanj, who worked in courts and what they did.",29.0909090909091,29.0909090909091,11,3.01511344577764,3.01511344577764
"1538",1538,"Just a few of us and I thought, ` `  Wait  a minute, this was not the place for work, these were going to ga ..",12.8571428571429,0,14,24.9394872035898,19.6116135138184
"1539",1539,"My friends Hamids brother, Dzevad Avrasi, who was in my unit and who is veteran invalid, he  passed  this way and said Mr . Djordje, and that is an uncle from his daughter - in-law.",19.2307692307692,14.6153846153846,13,22.5320284859643,19.414506867883
"1540",1540,"I had to use also my whiteness, but which  okay  I do n't care this has to -LSB- unclear -RSB- one of the resistance -LSB- unclear -RSB- I mean seven years in the Congo were extremely important to me.",5.83333333333333,5.83333333333333,12,23.9158879611378,15.6427928995103
"1541",1541,"My younger brother  lived  with us and my elder brother remained with my granny.",30,30,11,0,0
"1542",1542,"They were periodically bringing people in from the  event .",10,12,15,29.277002188456,15.2127765851133
"1543",1543,"And on Grebko he had some nice moments, the army was there, the president of War Presidency of Foca Municipality, Ibrahim Poplata they welcomed us, they looked over some of the soldiers that need care, and they we, since the war started we couldn't imagine and it was already September, and they killed three lambs, prepared them to welcome us that's how they  welcomed  us, really friendly.",0.952380952380952,-0.952380952380952,21,30.3157981759943,4.36435780471985
"1544",1544,"What remains at S-21 could cast light to confirm this matter : First, the confession of Soen Sany was cut off in a segment ; second ; the lists of names which Comrade Hor made to ask permission from me will have my signatures and may still  remain  at S-21.",3.63636363636364,1.81818181818182,11,16.8954001270921,10.7871977994119
"1545",1545,"And I  spoke  to -- just before I left here, I told the crew here and the L S U crew here to respond not to incident but just on the other side, on the Queens side of the Midtown Tunnel area.",23.3333333333333,23.3333333333333,12,17.7525072919719,12.3091490979333
"1546",1546,"I guess the unfortunate thing with some of them who came back, especially those who were in harms way  came  back and are suffering with different problems.",25.4545454545455,18.1818181818182,11,6.87551650952329,19.9088833530069
"1547",1547,"How do I  survive .",-20.7692307692308,0,13,22.5320284859643,0
"1548",1548,"In many of the courses, and it  comes  from Black people themselves, who say, when you ask them for an image of Black people, they give you things like, Black people are lazy ; Black people are uneducated ; there's too many Black people.",18.3333333333333,11.6666666666667,12,23.2900030576263,20.8166599946613
"1549",1549,"Never mind, I won't win here, I'll  take  it outside, I'll take this lawsuit abroad.",28,16,10,4.21637021355784,24.5854518861144
"1550",1550,"The  interview  lasted no longer that half an hour.",22,25,10,19.3218356615859,10.8012344973464
"1551",1551,"My throat was  burning .",28,16,10,6.32455532033676,25.0333111406914
"1552",1552,"It reached me through Son Sen . I recognize that I  noted  in the margin ` ` to the attention of Comrade Chan for interrogation using the Cold method''.",21.8181818181818,21.8181818181818,11,18.3402190925746,12.5045446283996
"1553",1553,"As regards the second question, I would  like  to point out that I never concealed my identity from Cambodians, who knew I was Duch, former head of S-21.",24,24,10,6.99205898780101,6.99205898780101
"1554",1554,"In order to get the fear inside the rest of Janja's inhabitants, and in the end it was said very clearly those refugees who arrived to Janja from area of Tuzla, Zenica, Sarajevo were asking for Bosniaks to move out, that is, for Muslims to move out of Janja, because otherwise they would refuse to go to war until Muslim  move  out as they wanted to get in our houses.",2.5,3.33333333333333,12,22.2076972732838,8.87625364598595
"1555",1555,"I started to cry, they wouldn't let me cry so they asked me, one of the men, whom I if I had a chance to would like to thank for asking me why I was crying, And I said to him that my 82 year old mother was left alone, maybe we can  go  back and get her.But he couldn't do anything, he asked the rest of them, but they wouldn't hear about it.",5,3,10,19.0029237516523,13.3749350984926
"1556",1556,"And, you saw already in the newspapers and your heard on the radio and every place that, that Jews are not well and they are murderers and we shouldn't -- we have to  kill  them in order to make peace, and -- not peace, I'm sorry eh, to make the city clean of them and they are parasites and that they are cancer and we have to cut them out.",18.1818181818182,9.09090909090909,11,17.2152152575458,19.7253874256226
"1557",1557,"Meng  made  a living painting for movie theatres.",29,29,10,3.16227766016838,3.16227766016838
"1558",1558,"Before they came, in general those with high status, they were all  smashed .",24.5454545454545,19.0909090909091,11,18.0906806746658,20.2259958738973
"1559",1559,"I was n't a pharmacist, but they gave me a  job .",22.7272727272727,17.2727272727273,11,18.4883255547435,20.0454030096225
"1560",1560,"I would have . . . I do not know for how many years, but now it is  different .",10,11.8181818181818,11,26.0768096208106,16.6241882918727
"1561",1561,"A piece of evidence : my brother-in-law Kao Ly Thong Huot alias Thoeun  worked  as the deputy head of the interrogation office at Kompong Thom Security Centre.",23.6363636363636,20,11,18.0403587950613,17.8885438199983
"1562",1562,"Well I think 1981 and then the next  election  as well I served on the SRC.",15,16,10,16.4991582276861,11.7378779077727
"1563",1563,"In fact, when the CIA or the KGB were mentioned, I immediately understood that it did not mean the persons cited were members of these organisations but rather that we were dealing with people considered by Pol Pot be enemies of the  Revolution , somewhat like during the Great Proletarian Cultural Revolution in China.",18.1818181818182,14.5454545454545,11,17.2152152575458,15.7249078621379
"1564",1564,"If they had thought to even try to park half a block away or a block away or somewhere where you can  walk  to get access or something.",12,10,10,10.3279555898864,12.4721912892465
"1565",1565,"And it was crucial for that union to actually go into COSATU, for non-racialism ; for the  strengthening  of the federation ; for building workers solidarity ; all of that, and non-racialism.",19.0909090909091,19.0909090909091,11,17.5809814598307,11.3618180363404
"1566",1566,"We were told that there are Partisan  activities  in the city and that from time to time they have contact with them.",10.9090909090909,10,11,21.1917651244749,14.142135623731
"1567",1567,"And uh, the funny thing that uh, as much as food is in abundance here -- this stayed with me because I have my kids in California and in Denver and uh, whenever I cook a good meal I always -- and they both need to go on a diet so there is just no way that they are deprived of any -- but I always think that uh, that they not eating uh and sometimes I  get  a tear which is of course stupid because uh, one weights 180 pounds, I mean, but uh, it stays with you -- it stayed with me for life.",16,8,10,10.7496769977314,18.1352940116473
"1568",1568,"On the 2nd or 3rd of January 1979 ( I do not  remember  clearly ), Nuon Chea called me in to receive an absolute order.",6.36363636363636,-4.54545454545455,11,24.6059859679417,16.348477827392
"1569",1569,"Today I  live  like al the other normal citizens.",27,27,10,6.74948557710553,6.74948557710553
"1570",1570,"I would like to state that I will not rely on my memory any more since I have noticed several times recently that I made mistakes in my  Answers .",20,7,10,18.8561808316413,25.407785333546
"1571",1571,"I didn t  know  if I was gon na die or get trapped.",-9.09090909090909,-4.54545454545455,11,25.4772625902178,9.34198732993828
"1572",1572,"So I have the list of their people, people who  worked  in Viktor Bubanj, who worked in courts and what they did.",27,27,10,6.74948557710553,6.74948557710553
"1573",1573,"They covered the, you  know , they buried the coffin and all, they were toyi-toying over there, I hear, and then we came home.",10.8333333333333,13.3333333333333,12,26.0971378902095,14.3548112513055
"1574",1574,"So anyway, I heeded my bodyguard and I  called  command back on the radio and said we're not able to make it across the street at this point.",27,23,10,6.74948557710553,16.3639169448448
"1575",1575,"I was  working  and my husband, but again the area was tight.",20,17,10,20,20.5750658160146
"1576",1576,"We actually, in a way,  contributed  towards taking that union and those workers into accepting to become part of COSATU.",14.1666666666667,14.1666666666667,12,21.5146180044822,11.6450015288132
"1577",1577,"This  happened  more times to me, I went to Janja, and in the middle of the road something happens and I don't know which way to go home.",7.85714285714286,10,14,29.3987366103667,14.142135623731
"1578",1578,"Seeing me ( Vorn Vet ) in charge of Industry which had tens of thousands of people, Brother Pol began to  suspect  me . '.",14.5454545454545,7.27272727272727,11,16.348477827392,16.1807966991178
"1579",1579,"And as I say she used to make the sweetmeats herself, she used to love making halva and she had all the gadgets and she used to get us involved and stirring and stirring and  stirring  that.",20,20,11,18.4390889145858,12.6491106406735
"1580",1580,"Just kept one  step  ahead of the law all the time.",19.0909090909091,19.0909090909091,11,17.5809814598307,11.3618180363404
"1581",1581,"Torture like that, I never encountered it going on until  death , because of -LSB- us -RSB- being careful from the beginning.",21,5,10,11.9721899973786,24.6080384337223
"1582",1582,"When I  went  back there Wednesday -- I was driving in -- West Street was lined, like, from the Chelsea Pier to, like, 59th Street where I came across town, or somewhere thereabouts, with the public.",28,28,10,6.32455532033676,6.32455532033676
"1583",1583,"I could not move around freely ; I feared the Vietnamese and, although I was under the  protection  of Yim and then Sarun, I was also under their control.",24,6,10,8.43274042711568,25.9058123036339
"1584",1584,"It was one form of  getting  together in a relaxed uh, atmosphere.",14.6153846153846,14.6153846153846,13,25.6954550505806,14.5002210416397
"1585",1585,"He  had  approximately 40 firemen without any equipment.",13.0769230769231,8.46153846153846,13,24.9615088301353,16.7561699313784
"1586",1586,"I Answered that Comrade Pon had been interrogating him, when Comrade Hor had  taken  him to be smashed without knowing that he was still under interrogation.",20,19,10,20,18.5292561462497
"1587",1587,"Kindergarten, work,  run  here and there.",14.5454545454545,14.5454545454545,11,19.1643608626202,13.6847625946791
"1588",1588,"Now to see these people in power determining the  outcome  of the world where every progressive idea is being smothered by a bunch of narrow right-wing reactionary people in power in the world, it's unacceptable.",10,9.09090909090909,11,21.4476105895272,14.4599761096244
"1589",1589,"I thought it was a small plane, just seeing these awful photos of terrible fires and  smoke  billowing out.",15.4545454545455,14.5454545454545,11,22.962419891482,16.9491217257039
"1590",1590,"First, he  spoke  about me going to meet Khieu Samphan, not him.",20.9090909090909,15.4545454545455,11,18.6839746598766,19.679246105294
"1591",1591,"I mean he never wanted to . . . He was  wounded , he had a peace of shrapnel in his leg, but they asked him to renounce his land in order to get his pension.",28,18,10,4.21637021355784,22.9975844142138
"1592",1592,"I played the piano um, we  went  on vacations and it was just beautiful to live there.",27,27,10,6.74948557710553,6.74948557710553
"1593",1593,"A real soldier always has to be grounded, because if he is a fool, how will that  make  me look.",30,-30,10,0,0
"1594",1594,"I am sure Nuon Chea convened me to the lyce bouddhique on 15 August 1977 because it was a very important  event  for me, to be convened by the number 2 of the Communist Party of Kampuchea who had a reputation for being mean.",28,28,10,6.32455532033676,6.32455532033676
"1595",1595,"There were a couple of medical students who got uh, uh, permission to stay, you  know .",13.3333333333333,13.3333333333333,12,22.2928171609085,13.0267789455786
"1596",1596,"We are um, we never  had  anything to do with the law.",27,-7,10,6.74948557710553,28.3039062871384
"1597",1597,"Those who were blamed for more serious offences were sent to M-13A, for which I was responsible, in Am Leang, where they were shackled,  interrogated  and smashed.",28.1818181818182,17.2727272727273,11,6.03022689155527,24.1209075662211
"1598",1598,"Almost all those people  got  -LSB- inaudible -RSB- and they -LSB- inaudible -RSB- all that and then came the real raiding of ANC houses by the Mozambique Army.",10,7.69230769230769,13,25.1661147842358,17.3943698524581
"1599",1599,"I would like to  quote  the constitution of Democratic Kampuchea, pursuant to which the regime respected the freedom of those who believed as well as the freedom of non-believers, but opposed to reactionary religions.",14.6153846153846,11.5384615384615,13,21.4535873516857,15.7300952773941
"1600",1600,"What I was supposed to do is  direct  them to -- so I was directing them into various ferries.",18.3333333333333,18.3333333333333,12,17.4945879077104,11.9341628287971
"1601",1601,"Father Bernard, a catholic priest who was there for psychological  support .",10,10.7692307692308,13,24.1522945769824,13.821202589704
"1602",1602,"They tried to  break  the window with an oxygen bottle.",14.1666666666667,13.3333333333333,12,21.9330938551907,16.143297699233
"1603",1603,"For Vietnamese prisoners of  war  I selected a former cadre from Hanoi named Chann to interpret and -LSB- I -RSB- assigned Mm Nai alias Chann to interrogate and to study Vietnamese language from this Chann, the interpreter.",18.4615384615385,15.3846153846154,13,22.3032710030591,17.6140969185596
"1604",1604,"It was their bodies that remained left on the beds ; no one  buried  them.",25.4545454545455,-20,11,8.20199532264724,18.4390889145858
"1605",1605,"During this cooperation, for example, if I have a problem, if they hate me,  mistreat  me, then please help me.",1.81818181818182,2.72727272727273,11,21.3626692237566,13.4839972492648
"1606",1606,"To sum up, I do not trust my memory any more and to  get  back to K Kim Huot's confession, I would say, on the fact that he was forced to eat his own excrement for instance, that if I rely only on my memory, I would tend to refuse the idea that I was aware of it.",14.5454545454545,9.09090909090909,11,22.962419891482,22.1153998175685
"1607",1607,"All I know is I had to run because I thought there was an  explosion .",1.66666666666667,9.16666666666667,12,24.0580106988894,9.0033663737852
"1608",1608,"If I don't  wash  the dished, it doesn't get washed.",18.1818181818182,-7.27272727272727,11,9.81649817214043,20.0454030096225
"1609",1609,"For instance in the free state, black people were forbidden in the city after sunset, I think they  had  a time, I think it was five thirty, after five thirty all black people had to leave the town.",5.38461538461539,6.92307692307692,13,25.6954550505806,13.7747446344239
"1610",1610,"I can remember going back this way, or at least I think the chauffeur and another member went around somewhere, I guess to find a rig and  get  the rig in place somewhere else.",4.16666666666667,7.5,12,21.5146180044822,9.65307299163423
"1611",1611,"I wo n't say I  have  a favourite philosopher but the person who was influenced me quite a lot is the Buddha.",20,-15.4545454545455,11,17.8885438199983,20.1809991643805
"1612",1612,"First he made me  give  him a blowjob.",27.2727272727273,23.6363636363636,11,6.46669790682863,15.6669890360128
"1613",1613,"Kindergarten,  work , run here and there.",8.46153846153846,7.69230769230769,13,25.1151195650992,16.4082530828473
"1614",1614,"( Propose  questioning  four and killing the others ..",10,9.23076923076923,13,24.4948974278318,15.5250005161237
"1615",1615,"We  ran  to the Stuyvesant High School, that I don't see in the map there.",17.2727272727273,22.7272727272727,11,24.1209075662211,12.7207775634268
"1616",1616,"The government  passed  one repressive law against the other and all that failed to stop the struggle for freedom.",21.6666666666667,20,12,18.0067327475704,15.3741222957161
"1617",1617,"He must have been a sort of accomplice to that  boycott  as well.",12.7272727272727,14.5454545454545,11,21.9503572139084,15.7249078621379
"1618",1618,"Later I fought, when they  came  I asked to go on exchange.",23.3333333333333,18.3333333333333,12,17.7525072919719,19.4624736040381
"1619",1619,"One of them  signaled  over to me.",21.6666666666667,21.6666666666667,12,17.4945879077104,11.9341628287971
